COD_BARRAS,DESCRICAO,ESFERIC,CILIND,ADICAO,OLHO
5288854267,Lente Vis Simples 1.56 c/A.R.,"-2,00","-3,00","0,00",
5288854424,Lente Vis Simples 1.56 c/A.R.,"-2,25","-3,00","0,00",
5288854580,Lente Vis Simples 1.56 c/A.R.,"-2,50","-3,00","0,00",
5288854747,Lente Vis Simples 1.56 c/A.R.,"-2,75","-3,00","0,00",
5288854903,Lente Vis Simples 1.56 c/A.R.,"-3,00","-3,00","0,00",
5288855066,Lente Vis Simples 1.56 c/A.R.,"-3,25","-3,00","0,00",
5288855223,Lente Vis Simples 1.56 c/A.R.,"-3,50","-3,00","0,00",
5288855389,Lente Vis Simples 1.56 c/A.R.,"-3,75","-3,00","0,00",
5288855546,Lente Vis Simples 1.56 c/A.R.,"-4,00","-3,00","0,00",
5288855702,Lente Vis Simples 1.56 c/A.R.,"-4,25","-3,00","0,00",
5288855868,Lente Vis Simples 1.56 c/A.R.,"-4,50","-3,00","0,00",
5288856023,Lente Vis Simples 1.56 c/A.R.,"-4,75","-3,00","0,00",
5288856189,Lente Vis Simples 1.56 c/A.R.,"-5,00","-3,00","0,00",
5288856346,Lente Vis Simples 1.56 c/A.R.,"-5,25","-3,00","0,00",
5288856502,Lente Vis Simples 1.56 c/A.R.,"-5,50","-3,00","0,00",
5288856668,Lente Vis Simples 1.56 c/A.R.,"-5,75","-3,00","0,00",
5288856825,Lente Vis Simples 1.56 c/A.R.,"-6,00","-3,00","0,00",
5288849150,Lente Vis Simples 1.56 c/A.R.,"0,00","-3,25","0,00",
5288853152,Lente Vis Simples 1.56 c/A.R.,"-0,25","-3,25","0,00",
5288853319,Lente Vis Simples 1.56 c/A.R.,"-0,50","-3,25","0,00",
5288853475,Lente Vis Simples 1.56 c/A.R.,"-0,75","-3,25","0,00",
5288853632,Lente Vis Simples 1.56 c/A.R.,"-1,00","-3,25","0,00",
5288853798,Lente Vis Simples 1.56 c/A.R.,"-1,25","-3,25","0,00",
5288853954,Lente Vis Simples 1.56 c/A.R.,"-1,50","-3,25","0,00",
5288854119,Lente Vis Simples 1.56 c/A.R.,"-1,75","-3,25","0,00",
5288854275,Lente Vis Simples 1.56 c/A.R.,"-2,00","-3,25","0,00",
5288854432,Lente Vis Simples 1.56 c/A.R.,"-2,25","-3,25","0,00",
5288854598,Lente Vis Simples 1.56 c/A.R.,"-2,50","-3,25","0,00",
5288854754,Lente Vis Simples 1.56 c/A.R.,"-2,75","-3,25","0,00",
5288854911,Lente Vis Simples 1.56 c/A.R.,"-3,00","-3,25","0,00",
5288855074,Lente Vis Simples 1.56 c/A.R.,"-3,25","-3,25","0,00",
5288855231,Lente Vis Simples 1.56 c/A.R.,"-3,50","-3,25","0,00",
5288855397,Lente Vis Simples 1.56 c/A.R.,"-3,75","-3,25","0,00",
5288855553,Lente Vis Simples 1.56 c/A.R.,"-4,00","-3,25","0,00",
5288855710,Lente Vis Simples 1.56 c/A.R.,"-4,25","-3,25","0,00",
5288855876,Lente Vis Simples 1.56 c/A.R.,"-4,50","-3,25","0,00",
5288856031,Lente Vis Simples 1.56 c/A.R.,"-4,75","-3,25","0,00",
5288856197,Lente Vis Simples 1.56 c/A.R.,"-5,00","-3,25","0,00",
5288856353,Lente Vis Simples 1.56 c/A.R.,"-5,25","-3,25","0,00",
5288856510,Lente Vis Simples 1.56 c/A.R.,"-5,50","-3,25","0,00",
5288856676,Lente Vis Simples 1.56 c/A.R.,"-5,75","-3,25","0,00",
5288856833,Lente Vis Simples 1.56 c/A.R.,"-6,00","-3,25","0,00",
5288849168,Lente Vis Simples 1.56 c/A.R.,"0,00","-3,50","0,00",
5288853160,Lente Vis Simples 1.56 c/A.R.,"-0,25","-3,50","0,00",
5288853327,Lente Vis Simples 1.56 c/A.R.,"-0,50","-3,50","0,00",
5288853483,Lente Vis Simples 1.56 c/A.R.,"-0,75","-3,50","0,00",
5288853640,Lente Vis Simples 1.56 c/A.R.,"-1,00","-3,50","0,00",
5288853806,Lente Vis Simples 1.56 c/A.R.,"-1,25","-3,50","0,00",
5288853962,Lente Vis Simples 1.56 c/A.R.,"-1,50","-3,50","0,00",
5288854127,Lente Vis Simples 1.56 c/A.R.,"-1,75","-3,50","0,00",
5288854283,Lente Vis Simples 1.56 c/A.R.,"-2,00","-3,50","0,00",
5288854440,Lente Vis Simples 1.56 c/A.R.,"-2,25","-3,50","0,00",
5288854606,Lente Vis Simples 1.56 c/A.R.,"-2,50","-3,50","0,00",
5288854762,Lente Vis Simples 1.56 c/A.R.,"-2,75","-3,50","0,00",
5288854929,Lente Vis Simples 1.56 c/A.R.,"-3,00","-3,50","0,00",
5288855082,Lente Vis Simples 1.56 c/A.R.,"-3,25","-3,50","0,00",
5288855249,Lente Vis Simples 1.56 c/A.R.,"-3,50","-3,50","0,00",
5288855405,Lente Vis Simples 1.56 c/A.R.,"-3,75","-3,50","0,00",
5288855561,Lente Vis Simples 1.56 c/A.R.,"-4,00","-3,50","0,00",
5288855728,Lente Vis Simples 1.56 c/A.R.,"-4,25","-3,50","0,00",
5288855884,Lente Vis Simples 1.56 c/A.R.,"-4,50","-3,50","0,00",
5288856049,Lente Vis Simples 1.56 c/A.R.,"-4,75","-3,50","0,00",
5288856205,Lente Vis Simples 1.56 c/A.R.,"-5,00","-3,50","0,00",
5288856361,Lente Vis Simples 1.56 c/A.R.,"-5,25","-3,50","0,00",
5288856528,Lente Vis Simples 1.56 c/A.R.,"-5,50","-3,50","0,00",
5288856684,Lente Vis Simples 1.56 c/A.R.,"-5,75","-3,50","0,00",
5288856841,Lente Vis Simples 1.56 c/A.R.,"-6,00","-3,50","0,00",
5288849176,Lente Vis Simples 1.56 c/A.R.,"0,00","-3,75","0,00",
5288853178,Lente Vis Simples 1.56 c/A.R.,"-0,25","-3,75","0,00",
5288853335,Lente Vis Simples 1.56 c/A.R.,"-0,50","-3,75","0,00",
5288853491,Lente Vis Simples 1.56 c/A.R.,"-0,75","-3,75","0,00",
5288853657,Lente Vis Simples 1.56 c/A.R.,"-1,00","-3,75","0,00",
5288853814,Lente Vis Simples 1.56 c/A.R.,"-1,25","-3,75","0,00",
5288853970,Lente Vis Simples 1.56 c/A.R.,"-1,50","-3,75","0,00",
5288854135,Lente Vis Simples 1.56 c/A.R.,"-1,75","-3,75","0,00",
5288854291,Lente Vis Simples 1.56 c/A.R.,"-2,00","-3,75","0,00",
5288854457,Lente Vis Simples 1.56 c/A.R.,"-2,25","-3,75","0,00",
5288854614,Lente Vis Simples 1.56 c/A.R.,"-2,50","-3,75","0,00",
5288854770,Lente Vis Simples 1.56 c/A.R.,"-2,75","-3,75","0,00",
5288854937,Lente Vis Simples 1.56 c/A.R.,"-3,00","-3,75","0,00",
5288855090,Lente Vis Simples 1.56 c/A.R.,"-3,25","-3,75","0,00",
5288855256,Lente Vis Simples 1.56 c/A.R.,"-3,50","-3,75","0,00",
5288855413,Lente Vis Simples 1.56 c/A.R.,"-3,75","-3,75","0,00",
5288855579,Lente Vis Simples 1.56 c/A.R.,"-4,00","-3,75","0,00",
5288855736,Lente Vis Simples 1.56 c/A.R.,"-4,25","-3,75","0,00",
5288855892,Lente Vis Simples 1.56 c/A.R.,"-4,50","-3,75","0,00",
5288856056,Lente Vis Simples 1.56 c/A.R.,"-4,75","-3,75","0,00",
5288856213,Lente Vis Simples 1.56 c/A.R.,"-5,00","-3,75","0,00",
5288856379,Lente Vis Simples 1.56 c/A.R.,"-5,25","-3,75","0,00",
5288856536,Lente Vis Simples 1.56 c/A.R.,"-5,50","-3,75","0,00",
5288856692,Lente Vis Simples 1.56 c/A.R.,"-5,75","-3,75","0,00",
5288856858,Lente Vis Simples 1.56 c/A.R.,"-6,00","-3,75","0,00",
5288849184,Lente Vis Simples 1.56 c/A.R.,"0,00","-4,00","0,00",
5288853186,Lente Vis Simples 1.56 c/A.R.,"-0,25","-4,00","0,00",
5288853343,Lente Vis Simples 1.56 c/A.R.,"-0,50","-4,00","0,00",
5288853509,Lente Vis Simples 1.56 c/A.R.,"-0,75","-4,00","0,00",
5288853665,Lente Vis Simples 1.56 c/A.R.,"-1,00","-4,00","0,00",
5288853822,Lente Vis Simples 1.56 c/A.R.,"-1,25","-4,00","0,00",
5288853988,Lente Vis Simples 1.56 c/A.R.,"-1,50","-4,00","0,00",
5288854143,Lente Vis Simples 1.56 c/A.R.,"-1,75","-4,00","0,00",
5288854309,Lente Vis Simples 1.56 c/A.R.,"-2,00","-4,00","0,00",
5288854465,Lente Vis Simples 1.56 c/A.R.,"-2,25","-4,00","0,00",
5288854622,Lente Vis Simples 1.56 c/A.R.,"-2,50","-4,00","0,00",
5288854788,Lente Vis Simples 1.56 c/A.R.,"-2,75","-4,00","0,00",
5288854945,Lente Vis Simples 1.56 c/A.R.,"-3,00","-4,00","0,00",
5288855108,Lente Vis Simples 1.56 c/A.R.,"-3,25","-4,00","0,00",
5288855264,Lente Vis Simples 1.56 c/A.R.,"-3,50","-4,00","0,00",
5288855421,Lente Vis Simples 1.56 c/A.R.,"-3,75","-4,00","0,00",
5288855587,Lente Vis Simples 1.56 c/A.R.,"-4,00","-4,00","0,00",
5288855744,Lente Vis Simples 1.56 c/A.R.,"-4,25","-4,00","0,00",
5288855900,Lente Vis Simples 1.56 c/A.R.,"-4,50","-4,00","0,00",
5288856064,Lente Vis Simples 1.56 c/A.R.,"-4,75","-4,00","0,00",
5288856221,Lente Vis Simples 1.56 c/A.R.,"-5,00","-4,00","0,00",
5288856387,Lente Vis Simples 1.56 c/A.R.,"-5,25","-4,00","0,00",
5288856544,Lente Vis Simples 1.56 c/A.R.,"-5,50","-4,00","0,00",
5288856700,Lente Vis Simples 1.56 c/A.R.,"-5,75","-4,00","0,00",
5288856866,Lente Vis Simples 1.56 c/A.R.,"-6,00","-4,00","0,00",
5288848475,Lente Vis Simples 1.56 c/A.R.,"0,25","0,00","0,00",
5288848483,Lente Vis Simples 1.56 c/A.R.,"0,50","0,00","0,00",
5288848491,Lente Vis Simples 1.56 c/A.R.,"0,75","0,00","0,00",
5288848509,Lente Vis Simples 1.56 c/A.R.,"1,00","0,00","0,00",
5288848517,Lente Vis Simples 1.56 c/A.R.,"1,25","0,00","0,00",
5288848525,Lente Vis Simples 1.56 c/A.R.,"1,50","0,00","0,00",
5288848533,Lente Vis Simples 1.56 c/A.R.,"1,75","0,00","0,00",
5288848541,Lente Vis Simples 1.56 c/A.R.,"2,00","0,00","0,00",
5288848558,Lente Vis Simples 1.56 c/A.R.,"2,25","0,00","0,00",
5288848566,Lente Vis Simples 1.56 c/A.R.,"2,50","0,00","0,00",
5288848574,Lente Vis Simples 1.56 c/A.R.,"2,75","0,00","0,00",
5288848582,Lente Vis Simples 1.56 c/A.R.,"3,00","0,00","0,00",
5288848590,Lente Vis Simples 1.56 c/A.R.,"3,25","0,00","0,00",
5288848608,Lente Vis Simples 1.56 c/A.R.,"3,50","0,00","0,00",
5288848616,Lente Vis Simples 1.56 c/A.R.,"3,75","0,00","0,00",
5288848624,Lente Vis Simples 1.56 c/A.R.,"4,00","0,00","0,00",
5288848632,Lente Vis Simples 1.56 c/A.R.,"4,25","0,00","0,00",
5288848640,Lente Vis Simples 1.56 c/A.R.,"4,50","0,00","0,00",
5288848657,Lente Vis Simples 1.56 c/A.R.,"4,75","0,00","0,00",
5288848665,Lente Vis Simples 1.56 c/A.R.,"5,00","0,00","0,00",
5288848673,Lente Vis Simples 1.56 c/A.R.,"5,25","0,00","0,00",
5288848681,Lente Vis Simples 1.56 c/A.R.,"5,50","0,00","0,00",
5288848699,Lente Vis Simples 1.56 c/A.R.,"5,75","0,00","0,00",
5288848707,Lente Vis Simples 1.56 c/A.R.,"6,00","0,00","0,00",
5288849192,Lente Vis Simples 1.56 c/A.R.,"0,25","-0,25","0,00",
5288849358,Lente Vis Simples 1.56 c/A.R.,"0,50","-0,25","0,00",
5288849515,Lente Vis Simples 1.56 c/A.R.,"0,75","-0,25","0,00",
5288849671,Lente Vis Simples 1.56 c/A.R.,"1,00","-0,25","0,00",
5288849838,Lente Vis Simples 1.56 c/A.R.,"1,25","-0,25","0,00",
5288849994,Lente Vis Simples 1.56 c/A.R.,"1,50","-0,25","0,00",
5288850158,Lente Vis Simples 1.56 c/A.R.,"1,75","-0,25","0,00",
5288850315,Lente Vis Simples 1.56 c/A.R.,"2,00","-0,25","0,00",
5288850471,Lente Vis Simples 1.56 c/A.R.,"2,25","-0,25","0,00",
5288850638,Lente Vis Simples 1.56 c/A.R.,"2,50","-0,25","0,00",
5288850794,Lente Vis Simples 1.56 c/A.R.,"2,75","-0,25","0,00",
5288850950,Lente Vis Simples 1.56 c/A.R.,"3,00","-0,25","0,00",
5288851115,Lente Vis Simples 1.56 c/A.R.,"3,25","-0,25","0,00",
5288851271,Lente Vis Simples 1.56 c/A.R.,"3,50","-0,25","0,00",
5288851438,Lente Vis Simples 1.56 c/A.R.,"3,75","-0,25","0,00",
5288851594,Lente Vis Simples 1.56 c/A.R.,"4,00","-0,25","0,00",
5288851750,Lente Vis Simples 1.56 c/A.R.,"4,25","-0,25","0,00",
5288851917,Lente Vis Simples 1.56 c/A.R.,"4,50","-0,25","0,00",
5288852071,Lente Vis Simples 1.56 c/A.R.,"4,75","-0,25","0,00",
5288852238,Lente Vis Simples 1.56 c/A.R.,"5,00","-0,25","0,00",
5288852394,Lente Vis Simples 1.56 c/A.R.,"5,25","-0,25","0,00",
5288852550,Lente Vis Simples 1.56 c/A.R.,"5,50","-0,25","0,00",
5288852717,Lente Vis Simples 1.56 c/A.R.,"5,75","-0,25","0,00",
5288852873,Lente Vis Simples 1.56 c/A.R.,"6,00","-0,25","0,00",
5288849200,Lente Vis Simples 1.56 c/A.R.,"0,25","-0,50","0,00",
5288849366,Lente Vis Simples 1.56 c/A.R.,"0,50","-0,50","0,00",
5288849523,Lente Vis Simples 1.56 c/A.R.,"0,75","-0,50","0,00",
5288849689,Lente Vis Simples 1.56 c/A.R.,"1,00","-0,50","0,00",
5288849846,Lente Vis Simples 1.56 c/A.R.,"1,25","-0,50","0,00",
5288850000,Lente Vis Simples 1.56 c/A.R.,"1,50","-0,50","0,00",
5288850166,Lente Vis Simples 1.56 c/A.R.,"1,75","-0,50","0,00",
5288850323,Lente Vis Simples 1.56 c/A.R.,"2,00","-0,50","0,00",
5288850489,Lente Vis Simples 1.56 c/A.R.,"2,25","-0,50","0,00",
5288850646,Lente Vis Simples 1.56 c/A.R.,"2,50","-0,50","0,00",
5288850802,Lente Vis Simples 1.56 c/A.R.,"2,75","-0,50","0,00",
5288850968,Lente Vis Simples 1.56 c/A.R.,"3,00","-0,50","0,00",
5288851123,Lente Vis Simples 1.56 c/A.R.,"3,25","-0,50","0,00",
5288851289,Lente Vis Simples 1.56 c/A.R.,"3,50","-0,50","0,00",
5288851446,Lente Vis Simples 1.56 c/A.R.,"3,75","-0,50","0,00",
5288851602,Lente Vis Simples 1.56 c/A.R.,"4,00","-0,50","0,00",
5288851768,Lente Vis Simples 1.56 c/A.R.,"4,25","-0,50","0,00",
5288851925,Lente Vis Simples 1.56 c/A.R.,"4,50","-0,50","0,00",
5288852089,Lente Vis Simples 1.56 c/A.R.,"4,75","-0,50","0,00",
5288852246,Lente Vis Simples 1.56 c/A.R.,"5,00","-0,50","0,00",
5288852402,Lente Vis Simples 1.56 c/A.R.,"5,25","-0,50","0,00",
5288852568,Lente Vis Simples 1.56 c/A.R.,"5,50","-0,50","0,00",
5288852725,Lente Vis Simples 1.56 c/A.R.,"5,75","-0,50","0,00",
5288852881,Lente Vis Simples 1.56 c/A.R.,"6,00","-0,50","0,00",
5288849218,Lente Vis Simples 1.56 c/A.R.,"0,25","-0,75","0,00",
5288849374,Lente Vis Simples 1.56 c/A.R.,"0,50","-0,75","0,00",
5288849531,Lente Vis Simples 1.56 c/A.R.,"0,75","-0,75","0,00",
5288849697,Lente Vis Simples 1.56 c/A.R.,"1,00","-0,75","0,00",
5288849853,Lente Vis Simples 1.56 c/A.R.,"1,25","-0,75","0,00",
5288850018,Lente Vis Simples 1.56 c/A.R.,"1,50","-0,75","0,00",
5288850174,Lente Vis Simples 1.56 c/A.R.,"1,75","-0,75","0,00",
5288850331,Lente Vis Simples 1.56 c/A.R.,"2,00","-0,75","0,00",
5288850497,Lente Vis Simples 1.56 c/A.R.,"2,25","-0,75","0,00",
5288850653,Lente Vis Simples 1.56 c/A.R.,"2,50","-0,75","0,00",
5288850810,Lente Vis Simples 1.56 c/A.R.,"2,75","-0,75","0,00",
5288850976,Lente Vis Simples 1.56 c/A.R.,"3,00","-0,75","0,00",
5288851131,Lente Vis Simples 1.56 c/A.R.,"3,25","-0,75","0,00",
5288851297,Lente Vis Simples 1.56 c/A.R.,"3,50","-0,75","0,00",
5288851453,Lente Vis Simples 1.56 c/A.R.,"3,75","-0,75","0,00",
5288851610,Lente Vis Simples 1.56 c/A.R.,"4,00","-0,75","0,00",
5288851776,Lente Vis Simples 1.56 c/A.R.,"4,25","-0,75","0,00",
5288851933,Lente Vis Simples 1.56 c/A.R.,"4,50","-0,75","0,00",
5288852097,Lente Vis Simples 1.56 c/A.R.,"4,75","-0,75","0,00",
5288852253,Lente Vis Simples 1.56 c/A.R.,"5,00","-0,75","0,00",
5288852410,Lente Vis Simples 1.56 c/A.R.,"5,25","-0,75","0,00",
5288852576,Lente Vis Simples 1.56 c/A.R.,"5,50","-0,75","0,00",
5288852733,Lente Vis Simples 1.56 c/A.R.,"5,75","-0,75","0,00",
5288852899,Lente Vis Simples 1.56 c/A.R.,"6,00","-0,75","0,00",
5288849226,Lente Vis Simples 1.56 c/A.R.,"0,25","-1,00","0,00",
5288849382,Lente Vis Simples 1.56 c/A.R.,"0,50","-1,00","0,00",
5288849549,Lente Vis Simples 1.56 c/A.R.,"0,75","-1,00","0,00",
5288849705,Lente Vis Simples 1.56 c/A.R.,"1,00","-1,00","0,00",
5288849861,Lente Vis Simples 1.56 c/A.R.,"1,25","-1,00","0,00",
5288850026,Lente Vis Simples 1.56 c/A.R.,"1,50","-1,00","0,00",
5288850182,Lente Vis Simples 1.56 c/A.R.,"1,75","-1,00","0,00",
5288850349,Lente Vis Simples 1.56 c/A.R.,"2,00","-1,00","0,00",
5288850505,Lente Vis Simples 1.56 c/A.R.,"2,25","-1,00","0,00",
5288850661,Lente Vis Simples 1.56 c/A.R.,"2,50","-1,00","0,00",
5288850828,Lente Vis Simples 1.56 c/A.R.,"2,75","-1,00","0,00",
5288850984,Lente Vis Simples 1.56 c/A.R.,"3,00","-1,00","0,00",
5288851149,Lente Vis Simples 1.56 c/A.R.,"3,25","-1,00","0,00",
5288851305,Lente Vis Simples 1.56 c/A.R.,"3,50","-1,00","0,00",
5288851461,Lente Vis Simples 1.56 c/A.R.,"3,75","-1,00","0,00",
5288851628,Lente Vis Simples 1.56 c/A.R.,"4,00","-1,00","0,00",
5288851784,Lente Vis Simples 1.56 c/A.R.,"4,25","-1,00","0,00",
5288851941,Lente Vis Simples 1.56 c/A.R.,"4,50","-1,00","0,00",
5288852105,Lente Vis Simples 1.56 c/A.R.,"4,75","-1,00","0,00",
5288852261,Lente Vis Simples 1.56 c/A.R.,"5,00","-1,00","0,00",
5288852428,Lente Vis Simples 1.56 c/A.R.,"5,25","-1,00","0,00",
5288852584,Lente Vis Simples 1.56 c/A.R.,"5,50","-1,00","0,00",
5288852741,Lente Vis Simples 1.56 c/A.R.,"5,75","-1,00","0,00",
5288852907,Lente Vis Simples 1.56 c/A.R.,"6,00","-1,00","0,00",
5288849234,Lente Vis Simples 1.56 c/A.R.,"0,25","-1,25","0,00",
5288849390,Lente Vis Simples 1.56 c/A.R.,"0,50","-1,25","0,00",
5288849556,Lente Vis Simples 1.56 c/A.R.,"0,75","-1,25","0,00",
5288849713,Lente Vis Simples 1.56 c/A.R.,"1,00","-1,25","0,00",
5288849879,Lente Vis Simples 1.56 c/A.R.,"1,25","-1,25","0,00",
5288850034,Lente Vis Simples 1.56 c/A.R.,"1,50","-1,25","0,00",
5288850190,Lente Vis Simples 1.56 c/A.R.,"1,75","-1,25","0,00",
5288850356,Lente Vis Simples 1.56 c/A.R.,"2,00","-1,25","0,00",
5288850513,Lente Vis Simples 1.56 c/A.R.,"2,25","-1,25","0,00",
5288850679,Lente Vis Simples 1.56 c/A.R.,"2,50","-1,25","0,00",
5288850836,Lente Vis Simples 1.56 c/A.R.,"2,75","-1,25","0,00",
5288850992,Lente Vis Simples 1.56 c/A.R.,"3,00","-1,25","0,00",
5288851156,Lente Vis Simples 1.56 c/A.R.,"3,25","-1,25","0,00",
5288851313,Lente Vis Simples 1.56 c/A.R.,"3,50","-1,25","0,00",
5288851479,Lente Vis Simples 1.56 c/A.R.,"3,75","-1,25","0,00",
5288851636,Lente Vis Simples 1.56 c/A.R.,"4,00","-1,25","0,00",
5288851792,Lente Vis Simples 1.56 c/A.R.,"4,25","-1,25","0,00",
5288851958,Lente Vis Simples 1.56 c/A.R.,"4,50","-1,25","0,00",
5288852113,Lente Vis Simples 1.56 c/A.R.,"4,75","-1,25","0,00",
5288852279,Lente Vis Simples 1.56 c/A.R.,"5,00","-1,25","0,00",
5288852436,Lente Vis Simples 1.56 c/A.R.,"5,25","-1,25","0,00",
5288852592,Lente Vis Simples 1.56 c/A.R.,"5,50","-1,25","0,00",
5288852758,Lente Vis Simples 1.56 c/A.R.,"5,75","-1,25","0,00",
5288852915,Lente Vis Simples 1.56 c/A.R.,"6,00","-1,25","0,00",
5288849242,Lente Vis Simples 1.56 c/A.R.,"0,25","-1,50","0,00",
5288849408,Lente Vis Simples 1.56 c/A.R.,"0,50","-1,50","0,00",
5288849564,Lente Vis Simples 1.56 c/A.R.,"0,75","-1,50","0,00",
5288849721,Lente Vis Simples 1.56 c/A.R.,"1,00","-1,50","0,00",
5288849887,Lente Vis Simples 1.56 c/A.R.,"1,25","-1,50","0,00",
5288850042,Lente Vis Simples 1.56 c/A.R.,"1,50","-1,50","0,00",
5288850208,Lente Vis Simples 1.56 c/A.R.,"1,75","-1,50","0,00",
5288850364,Lente Vis Simples 1.56 c/A.R.,"2,00","-1,50","0,00",
5288850521,Lente Vis Simples 1.56 c/A.R.,"2,25","-1,50","0,00",
5288850687,Lente Vis Simples 1.56 c/A.R.,"2,50","-1,50","0,00",
5288850844,Lente Vis Simples 1.56 c/A.R.,"2,75","-1,50","0,00",
5288851008,Lente Vis Simples 1.56 c/A.R.,"3,00","-1,50","0,00",
5288851164,Lente Vis Simples 1.56 c/A.R.,"3,25","-1,50","0,00",
5288851321,Lente Vis Simples 1.56 c/A.R.,"3,50","-1,50","0,00",
5288851487,Lente Vis Simples 1.56 c/A.R.,"3,75","-1,50","0,00",
5288851644,Lente Vis Simples 1.56 c/A.R.,"4,00","-1,50","0,00",
5288851800,Lente Vis Simples 1.56 c/A.R.,"4,25","-1,50","0,00",
5288851966,Lente Vis Simples 1.56 c/A.R.,"4,50","-1,50","0,00",
5288852121,Lente Vis Simples 1.56 c/A.R.,"4,75","-1,50","0,00",
5288852287,Lente Vis Simples 1.56 c/A.R.,"5,00","-1,50","0,00",
5288852444,Lente Vis Simples 1.56 c/A.R.,"5,25","-1,50","0,00",
5288852600,Lente Vis Simples 1.56 c/A.R.,"5,50","-1,50","0,00",
5288852766,Lente Vis Simples 1.56 c/A.R.,"5,75","-1,50","0,00",
5288852923,Lente Vis Simples 1.56 c/A.R.,"6,00","-1,50","0,00",
5288849259,Lente Vis Simples 1.56 c/A.R.,"0,25","-1,75","0,00",
5288849416,Lente Vis Simples 1.56 c/A.R.,"0,50","-1,75","0,00",
5288849572,Lente Vis Simples 1.56 c/A.R.,"0,75","-1,75","0,00",
5288849739,Lente Vis Simples 1.56 c/A.R.,"1,00","-1,75","0,00",
5288849895,Lente Vis Simples 1.56 c/A.R.,"1,25","-1,75","0,00",
5288850059,Lente Vis Simples 1.56 c/A.R.,"1,50","-1,75","0,00",
5288850216,Lente Vis Simples 1.56 c/A.R.,"1,75","-1,75","0,00",
5288850372,Lente Vis Simples 1.56 c/A.R.,"2,00","-1,75","0,00",
5288850539,Lente Vis Simples 1.56 c/A.R.,"2,25","-1,75","0,00",
5288850695,Lente Vis Simples 1.56 c/A.R.,"2,50","-1,75","0,00",
5288850851,Lente Vis Simples 1.56 c/A.R.,"2,75","-1,75","0,00",
5288851016,Lente Vis Simples 1.56 c/A.R.,"3,00","-1,75","0,00",
5288851172,Lente Vis Simples 1.56 c/A.R.,"3,25","-1,75","0,00",
5288851339,Lente Vis Simples 1.56 c/A.R.,"3,50","-1,75","0,00",
5288851495,Lente Vis Simples 1.56 c/A.R.,"3,75","-1,75","0,00",
5288851651,Lente Vis Simples 1.56 c/A.R.,"4,00","-1,75","0,00",
5288851818,Lente Vis Simples 1.56 c/A.R.,"4,25","-1,75","0,00",
5288851974,Lente Vis Simples 1.56 c/A.R.,"4,50","-1,75","0,00",
5288852139,Lente Vis Simples 1.56 c/A.R.,"4,75","-1,75","0,00",
5288852295,Lente Vis Simples 1.56 c/A.R.,"5,00","-1,75","0,00",
5288852451,Lente Vis Simples 1.56 c/A.R.,"5,25","-1,75","0,00",
5288852618,Lente Vis Simples 1.56 c/A.R.,"5,50","-1,75","0,00",
5288852774,Lente Vis Simples 1.56 c/A.R.,"5,75","-1,75","0,00",
5288852931,Lente Vis Simples 1.56 c/A.R.,"6,00","-1,75","0,00",
5288849267,Lente Vis Simples 1.56 c/A.R.,"0,25","-2,00","0,00",
5288849424,Lente Vis Simples 1.56 c/A.R.,"0,50","-2,00","0,00",
5288849580,Lente Vis Simples 1.56 c/A.R.,"0,75","-2,00","0,00",
5288849747,Lente Vis Simples 1.56 c/A.R.,"1,00","-2,00","0,00",
5288849903,Lente Vis Simples 1.56 c/A.R.,"1,25","-2,00","0,00",
5288850067,Lente Vis Simples 1.56 c/A.R.,"1,50","-2,00","0,00",
5288850224,Lente Vis Simples 1.56 c/A.R.,"1,75","-2,00","0,00",
5288850380,Lente Vis Simples 1.56 c/A.R.,"2,00","-2,00","0,00",
5288850547,Lente Vis Simples 1.56 c/A.R.,"2,25","-2,00","0,00",
5288850703,Lente Vis Simples 1.56 c/A.R.,"2,50","-2,00","0,00",
5288850869,Lente Vis Simples 1.56 c/A.R.,"2,75","-2,00","0,00",
5288851024,Lente Vis Simples 1.56 c/A.R.,"3,00","-2,00","0,00",
5288851180,Lente Vis Simples 1.56 c/A.R.,"3,25","-2,00","0,00",
5288851347,Lente Vis Simples 1.56 c/A.R.,"3,50","-2,00","0,00",
5288851503,Lente Vis Simples 1.56 c/A.R.,"3,75","-2,00","0,00",
5288851669,Lente Vis Simples 1.56 c/A.R.,"4,00","-2,00","0,00",
5288851826,Lente Vis Simples 1.56 c/A.R.,"4,25","-2,00","0,00",
5288851982,Lente Vis Simples 1.56 c/A.R.,"4,50","-2,00","0,00",
5288852147,Lente Vis Simples 1.56 c/A.R.,"4,75","-2,00","0,00",
5288852303,Lente Vis Simples 1.56 c/A.R.,"5,00","-2,00","0,00",
5288852469,Lente Vis Simples 1.56 c/A.R.,"5,25","-2,00","0,00",
5288852626,Lente Vis Simples 1.56 c/A.R.,"5,50","-2,00","0,00",
5288852782,Lente Vis Simples 1.56 c/A.R.,"5,75","-2,00","0,00",
5288852949,Lente Vis Simples 1.56 c/A.R.,"6,00","-2,00","0,00",
5288849275,Lente Vis Simples 1.56 c/A.R.,"0,25","-2,25","0,00",
5288849432,Lente Vis Simples 1.56 c/A.R.,"0,50","-2,25","0,00",
5288849598,Lente Vis Simples 1.56 c/A.R.,"0,75","-2,25","0,00",
5288849754,Lente Vis Simples 1.56 c/A.R.,"1,00","-2,25","0,00",
5288849911,Lente Vis Simples 1.56 c/A.R.,"1,25","-2,25","0,00",
