COD_BARRAS,DESCRICAO,ESFERIC,CILIND,ADICAO,OLHO
5868889329,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,75","-3,25","0,00",
5868889402,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,00","-3,25","0,00",
5868889485,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,25","-3,25","0,00",
5868889568,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,50","-3,25","0,00",
5868889642,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,75","-3,25","0,00",
5868889725,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,00","-3,25","0,00",
5868889808,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,25","-3,25","0,00",
5868889881,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,50","-3,25","0,00",
5868889964,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,75","-3,25","0,00",
5868890046,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,00","-3,25","0,00",
5868890129,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,25","-3,25","0,00",
5868890202,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,50","-3,25","0,00",
5868890285,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,75","-3,25","0,00",
5868890368,Lente V.S. 1.56 Filtro Azul c/A.R.,"-4,00","-3,25","0,00",
5868889097,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,00","-3,50","0,00",
5868889170,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,25","-3,50","0,00",
5868889253,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,50","-3,50","0,00",
5868889337,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,75","-3,50","0,00",
5868889410,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,00","-3,50","0,00",
5868889493,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,25","-3,50","0,00",
5868889576,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,50","-3,50","0,00",
5868889659,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,75","-3,50","0,00",
5868889733,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,00","-3,50","0,00",
5868889816,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,25","-3,50","0,00",
5868889899,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,50","-3,50","0,00",
5868889972,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,75","-3,50","0,00",
5868890053,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,00","-3,50","0,00",
5868890137,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,25","-3,50","0,00",
5868890210,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,50","-3,50","0,00",
5868890293,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,75","-3,50","0,00",
5868890376,Lente V.S. 1.56 Filtro Azul c/A.R.,"-4,00","-3,50","0,00",
5868889105,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,00","-3,75","0,00",
5868889188,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,25","-3,75","0,00",
5868889261,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,50","-3,75","0,00",
5868889345,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,75","-3,75","0,00",
5868889428,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,00","-3,75","0,00",
5868889501,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,25","-3,75","0,00",
5868889584,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,50","-3,75","0,00",
5868889667,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,75","-3,75","0,00",
5868889741,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,00","-3,75","0,00",
5868889824,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,25","-3,75","0,00",
5868889907,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,50","-3,75","0,00",
5868889980,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,75","-3,75","0,00",
5868890061,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,00","-3,75","0,00",
5868890145,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,25","-3,75","0,00",
5868890228,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,50","-3,75","0,00",
5868890301,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,75","-3,75","0,00",
5868890384,Lente V.S. 1.56 Filtro Azul c/A.R.,"-4,00","-3,75","0,00",
5868889113,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,00","-4,00","0,00",
5868889196,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,25","-4,00","0,00",
5868889279,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,50","-4,00","0,00",
5868889352,Lente V.S. 1.56 Filtro Azul c/A.R.,"-0,75","-4,00","0,00",
5868889436,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,00","-4,00","0,00",
5868889519,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,25","-4,00","0,00",
5868889592,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,50","-4,00","0,00",
5868889675,Lente V.S. 1.56 Filtro Azul c/A.R.,"-1,75","-4,00","0,00",
5868889758,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,00","-4,00","0,00",
5868889832,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,25","-4,00","0,00",
5868889915,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,50","-4,00","0,00",
5868889998,Lente V.S. 1.56 Filtro Azul c/A.R.,"-2,75","-4,00","0,00",
5868890079,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,00","-4,00","0,00",
5868890152,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,25","-4,00","0,00",
5868890236,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,50","-4,00","0,00",
5868890319,Lente V.S. 1.56 Filtro Azul c/A.R.,"-3,75","-4,00","0,00",
5868890392,Lente V.S. 1.56 Filtro Azul c/A.R.,"-4,00","-4,00","0,00",
5868859595,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","0,00","0,00",
5868859603,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","0,00","0,00",
5868859611,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","0,00","0,00",
5868859629,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","0,00","0,00",
5868859637,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","0,00","0,00",
5868859645,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","0,00","0,00",
5868859652,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","0,00","0,00",
5868859660,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","0,00","0,00",
5868859678,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","0,00","0,00",
5868859686,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","0,00","0,00",
5868859694,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","0,00","0,00",
5868859702,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","0,00","0,00",
5868859710,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","0,00","0,00",
5868859728,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","0,00","0,00",
5868859736,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","0,00","0,00",
5868859744,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","0,00","0,00",
5868860312,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-0,25","0,00",
5868860395,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-0,25","0,00",
5868860478,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-0,25","0,00",
5868860551,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-0,25","0,00",
5868860635,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-0,25","0,00",
5868860718,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-0,25","0,00",
5868860791,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-0,25","0,00",
5868860874,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-0,25","0,00",
5868860957,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-0,25","0,00",
5868861039,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-0,25","0,00",
5868861112,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-0,25","0,00",
5868861195,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-0,25","0,00",
5868861278,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-0,25","0,00",
5868861351,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-0,25","0,00",
5868861435,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-0,25","0,00",
5868861518,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-0,25","0,00",
5868860320,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-0,50","0,00",
5868860403,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-0,50","0,00",
5868860486,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-0,50","0,00",
5868860569,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-0,50","0,00",
5868860643,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-0,50","0,00",
5868860726,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-0,50","0,00",
5868860809,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-0,50","0,00",
5868860882,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-0,50","0,00",
5868860965,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-0,50","0,00",
5868861047,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-0,50","0,00",
5868861120,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-0,50","0,00",
5868861203,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-0,50","0,00",
5868861286,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-0,50","0,00",
5868861369,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-0,50","0,00",
5868861443,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-0,50","0,00",
5868861526,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-0,50","0,00",
5868860338,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-0,75","0,00",
5868860411,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-0,75","0,00",
5868860494,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-0,75","0,00",
5868860577,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-0,75","0,00",
5868860650,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-0,75","0,00",
5868860734,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-0,75","0,00",
5868860817,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-0,75","0,00",
5868860890,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-0,75","0,00",
5868860973,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-0,75","0,00",
5868861054,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-0,75","0,00",
5868861138,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-0,75","0,00",
5868861211,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-0,75","0,00",
5868861294,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-0,75","0,00",
5868861377,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-0,75","0,00",
5868861450,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-0,75","0,00",
5868861534,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-0,75","0,00",
5868860346,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-1,00","0,00",
5868860429,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-1,00","0,00",
5868860502,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-1,00","0,00",
5868860585,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-1,00","0,00",
5868860668,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-1,00","0,00",
5868860742,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-1,00","0,00",
5868860825,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-1,00","0,00",
5868860908,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-1,00","0,00",
5868860981,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-1,00","0,00",
5868861062,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-1,00","0,00",
5868861146,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-1,00","0,00",
5868861229,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-1,00","0,00",
5868861302,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-1,00","0,00",
5868861385,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-1,00","0,00",
5868861468,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-1,00","0,00",
5868861542,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-1,00","0,00",
5868860353,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-1,25","0,00",
5868860437,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-1,25","0,00",
5868860510,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-1,25","0,00",
5868860593,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-1,25","0,00",
5868860676,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-1,25","0,00",
5868860759,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-1,25","0,00",
5868860833,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-1,25","0,00",
5868860916,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-1,25","0,00",
5868860999,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-1,25","0,00",
5868861070,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-1,25","0,00",
5868861153,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-1,25","0,00",
5868861237,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-1,25","0,00",
5868861310,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-1,25","0,00",
5868861393,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-1,25","0,00",
5868861476,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-1,25","0,00",
5868861559,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-1,25","0,00",
5868860361,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-1,50","0,00",
5868860445,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-1,50","0,00",
5868860528,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-1,50","0,00",
5868860601,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-1,50","0,00",
5868860684,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-1,50","0,00",
5868860767,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-1,50","0,00",
5868860841,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-1,50","0,00",
5868860924,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-1,50","0,00",
5868861005,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-1,50","0,00",
5868861088,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-1,50","0,00",
5868861161,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-1,50","0,00",
5868861245,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-1,50","0,00",
5868861328,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-1,50","0,00",
5868861401,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-1,50","0,00",
5868861484,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-1,50","0,00",
5868861567,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-1,50","0,00",
5868860379,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-1,75","0,00",
5868860452,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-1,75","0,00",
5868860536,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-1,75","0,00",
5868860619,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-1,75","0,00",
5868860692,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-1,75","0,00",
5868860775,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-1,75","0,00",
5868860858,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-1,75","0,00",
5868860932,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-1,75","0,00",
5868861013,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-1,75","0,00",
5868861096,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-1,75","0,00",
5868861179,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-1,75","0,00",
5868861252,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-1,75","0,00",
5868861336,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-1,75","0,00",
5868861419,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-1,75","0,00",
5868861492,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-1,75","0,00",
5868861575,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-1,75","0,00",
5868860387,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-2,00","0,00",
5868860460,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-2,00","0,00",
5868860544,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-2,00","0,00",
5868860627,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-2,00","0,00",
5868860700,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-2,00","0,00",
5868860783,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-2,00","0,00",
5868860866,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-2,00","0,00",
5868860940,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-2,00","0,00",
5868861021,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-2,00","0,00",
5868861104,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-2,00","0,00",
5868861187,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-2,00","0,00",
5868861260,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-2,00","0,00",
5868861344,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-2,00","0,00",
5868861427,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-2,00","0,00",
5868861500,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-2,00","0,00",
5868861583,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-2,00","0,00",
5856848212,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-2,25","0,00",
5856848295,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-2,25","0,00",
5856848378,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-2,25","0,00",
5856848451,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-2,25","0,00",
5856848535,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-2,25","0,00",
5856848618,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-2,25","0,00",
5856848691,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-2,25","0,00",
5856848774,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-2,25","0,00",
5856848857,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-2,25","0,00",
5856848931,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-2,25","0,00",
5856849012,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-2,25","0,00",
5856849095,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-2,25","0,00",
5856849178,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-2,25","0,00",
5856849251,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-2,25","0,00",
5856849335,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-2,25","0,00",
5856849418,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-2,25","0,00",
5856848220,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-2,50","0,00",
5856848303,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-2,50","0,00",
5856848386,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-2,50","0,00",
5856848469,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-2,50","0,00",
5856848543,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-2,50","0,00",
5856848626,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-2,50","0,00",
5856848709,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-2,50","0,00",
5856848782,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-2,50","0,00",
5856848865,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-2,50","0,00",
5856848949,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-2,50","0,00",
5856849020,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-2,50","0,00",
5856849103,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-2,50","0,00",
5856849186,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-2,50","0,00",
5856849269,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-2,50","0,00",
5856849343,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-2,50","0,00",
5856849426,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-2,50","0,00",
5856848238,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-2,75","0,00",
5856848311,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-2,75","0,00",
5856848394,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-2,75","0,00",
5856848477,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-2,75","0,00",
5856848550,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-2,75","0,00",
5856848634,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-2,75","0,00",
5856848717,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-2,75","0,00",
5856848790,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-2,75","0,00",
5856848873,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-2,75","0,00",
5856848956,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-2,75","0,00",
5856849038,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-2,75","0,00",
5856849111,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-2,75","0,00",
5856849194,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-2,75","0,00",
5856849277,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-2,75","0,00",
5856849350,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-2,75","0,00",
5856849434,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-2,75","0,00",
5856848246,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-3,00","0,00",
5856848329,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-3,00","0,00",
5856848402,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-3,00","0,00",
5856848485,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-3,00","0,00",
5856848568,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-3,00","0,00",
5856848642,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-3,00","0,00",
5856848725,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-3,00","0,00",
5856848808,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-3,00","0,00",
5856848881,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-3,00","0,00",
5856848964,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-3,00","0,00",
5856849046,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-3,00","0,00",
5856849129,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-3,00","0,00",
5856849202,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-3,00","0,00",
5856849285,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-3,00","0,00",
5856849368,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-3,00","0,00",
5856849442,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-3,00","0,00",
5856848253,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-3,25","0,00",
5856848337,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-3,25","0,00",
5856848410,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-3,25","0,00",
5856848493,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-3,25","0,00",
5856848576,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-3,25","0,00",
5856848659,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-3,25","0,00",
5856848733,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-3,25","0,00",
5856848816,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-3,25","0,00",
5856848899,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-3,25","0,00",
5856848972,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-3,25","0,00",
5856849053,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-3,25","0,00",
5856849137,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-3,25","0,00",
5856849210,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-3,25","0,00",
5856849293,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,50","-3,25","0,00",
5856849376,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,75","-3,25","0,00",
5856849459,Lente V.S. 1.56 Filtro Azul c/A.R.,"4,00","-3,25","0,00",
5856848261,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,25","-3,50","0,00",
5856848345,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,50","-3,50","0,00",
5856848428,Lente V.S. 1.56 Filtro Azul c/A.R.,"0,75","-3,50","0,00",
5856848501,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,00","-3,50","0,00",
5856848584,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,25","-3,50","0,00",
5856848667,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,50","-3,50","0,00",
5856848741,Lente V.S. 1.56 Filtro Azul c/A.R.,"1,75","-3,50","0,00",
5856848824,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,00","-3,50","0,00",
5856848907,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,25","-3,50","0,00",
5856848980,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,50","-3,50","0,00",
5856849061,Lente V.S. 1.56 Filtro Azul c/A.R.,"2,75","-3,50","0,00",
5856849145,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,00","-3,50","0,00",
5856849228,Lente V.S. 1.56 Filtro Azul c/A.R.,"3,25","-3,50","0,00",
